timestamp,event_type,key_state,*mouse_x,*mouse_y,mouse_button
1788192708.1170437,mouse_click,up,*2681,*1748,Button.left
1788192709.9114211,mouse_move,,*2684,*1748,
1788192709.9313183,mouse_move,,*2685,*1748,
1788192709.9463813,mouse_move,,*2686,*1747,
1788192709.9614816,mouse_move,,*2689,*1747,
1788192709.9748981,mouse_move,,*2690,*1747,
1788192709.9916232,mouse_move,,*2690,*1746,
1788192710.0180438,mouse_move,,*2690,*1744,
1788192710.0368834,mouse_move,,*2692,*1743,
1788192710.0448465,mouse_move,,*2693,*1743,
1788192710.0623629,mouse_move,,*2696,*1744,
1788192710.0786269,mouse_move,,*2697,*1744,
1788192710.0993559,mouse_move,,*2698,*1745,
1788192710.114306,mouse_move,,*2699,*1746,
1788192710.1323385,mouse_move,,*2702,*1747,
1788192710.1512079,mouse_move,,*2702,*1748,
1788192710.1714416,mouse_move,,*2703,*1749,
1788192710.1841908,mouse_move,,*2703,*1750,
1788192710.1983609,mouse_move,,*2703,*1751,
1788192710.2128367,mouse_move,,*2703,*1753,
1788192710.2331066,mouse_move,,*2703,*1755,
1788192710.2429314,mouse_move,,*2701,*1757,
1788192710.2604339,mouse_move,,*2701,*1757,
1788192710.2854891,mouse_move,,*2699,*1758,
1788192710.3087833,mouse_move,,*2698,*1759,
1788192710.3220544,mouse_move,,*2697,*1760,
1788192710.3523042,mouse_move,,*2697,*1760,
1788192710.3667724,mouse_move,,*2698,*1760,
1788192710.3801825,mouse_move,,*2701,*1760,
1788192710.3973362,mouse_move,,*2703,*1760,
1788192710.4131203,mouse_move,,*2704,*1760,
1788192710.4286025,mouse_move,,*2706,*1760,
1788192710.5880036,mouse_move,,*2708,*1759,
1788192710.6114979,mouse_move,,*2708,*1759,
1788192710.6262779,mouse_move,,*2709,*1758,
1788192710.6380033,mouse_move,,*2709,*1756,
1788192710.6611371,mouse_move,,*2711,*1755,
1788192710.6835814,mouse_move,,*2711,*1754,
1788192710.7022274,mouse_move,,*2710,*1753,
1788192710.7211759,mouse_move,,*2710,*1753,
1788192710.74193,mouse_move,,*2708,*1752,
1788192710.7619486,mouse_move,,*2708,*1750,
1788192710.7784922,mouse_move,,*2707,*1750,
1788192710.7956018,mouse_move,,*2706,*1748,
1788192710.8123181,mouse_move,,*2706,*1747,
1788192710.825568,mouse_move,,*2705,*1747,
1788192710.8447623,mouse_move,,*2705,*1746,
1788192710.857688,mouse_move,,*2703,*1745,
1788192710.885124,mouse_move,,*2701,*1744,
1788192710.9138427,mouse_move,,*2700,*1744,
1788192710.9315736,mouse_move,,*2699,*1743,
1788192710.950314,mouse_move,,*2698,*1742,
1788192710.970341,mouse_move,,*2697,*1741,
1788192710.9837639,mouse_move,,*2697,*1741,
1788192711.0047612,mouse_move,,*2698,*1740,
1788192711.0305235,mouse_move,,*2699,*1739,
1788192711.0463493,mouse_move,,*2700,*1739,
1788192711.0591576,mouse_move,,*2702,*1740,
1788192711.0731239,mouse_move,,*2704,*1740,
1788192711.0832925,mouse_move,,*2705,*1740,
1788192711.1027436,mouse_move,,*2705,*1741,
1788192711.1261029,mouse_move,,*2707,*1742,
1788192711.1358852,mouse_move,,*2707,*1742,
1788192711.1475365,mouse_move,,*2708,*1742,
1788192711.1669843,mouse_move,,*2709,*1741,
1788192711.1824996,mouse_move,,*2710,*1740,
1788192711.1996293,mouse_move,,*2712,*1740,
1788192711.2238891,mouse_move,,*2712,*1740,
1788192711.2450757,mouse_move,,*2713,*1740,
1788192711.2624512,mouse_move,,*2712,*1739,
1788192711.2767894,mouse_move,,*2712,*1738,
1788192711.3000331,mouse_move,,*2713,*1737,
1788192711.3151219,mouse_move,,*2713,*1736,
1788192711.3304465,mouse_move,,*2713,*1736,
1788192711.3432572,mouse_move,,*2713,*1734,
1788192711.3533413,mouse_move,,*2713,*1734,
1788192711.3741748,mouse_move,,*2712,*1734,
1788192711.3890545,mouse_move,,*2712,*1733,
1788192711.3998501,mouse_move,,*2710,*1731,
1788192711.412364,mouse_move,,*2709,*1730,
1788192711.4305549,mouse_move,,*2708,*1729,
1788192711.4529519,mouse_move,,*2707,*1728,
1788192711.4661403,mouse_move,,*2705,*1727,
1788192711.4855788,mouse_move,,*2704,*1726,
1788192711.4979761,mouse_move,,*2703,*1726,
1788192711.5143218,mouse_move,,*2703,*1725,
1788192711.5344565,mouse_move,,*2701,*1723,
1788192711.5507348,mouse_move,,*2699,*1722,
1788192711.5754762,mouse_move,,*2697,*1721,
1788192711.5932653,mouse_move,,*2696,*1720,
1788192711.6299736,mouse_move,,*2693,*1719,
1788192711.6439574,mouse_move,,*2692,*1718,
1788192711.6684549,mouse_move,,*2691,*1718,
1788192711.6922815,mouse_move,,*2690,*1718,
1788192711.7137229,mouse_move,,*2688,*1717,
1788192711.7276824,mouse_move,,*2688,*1716,
1788192711.7464781,mouse_move,,*2687,*1715,
1788192711.760428,mouse_move,,*2686,*1716,
1788192711.7901978,mouse_move,,*2685,*1715,
1788192711.8086488,mouse_move,,*2683,*1714,
1788192711.8349292,mouse_move,,*2682,*1714,
1788192711.854872,mouse_move,,*2682,*1713,
1788192711.8754301,mouse_move,,*2681,*1713,
