timestamp,event_type,key_state,*mouse_x,*mouse_y,mouse_button
1788193042.2410154,mouse_click,up,*2965,*1286,Button.left
1788193043.5972571,mouse_move,,*2962,*1285,
1788193043.615617,mouse_move,,*2962,*1286,
1788193043.645371,mouse_move,,*2960,*1288,
1788193043.6619134,mouse_move,,*2959,*1289,
1788193043.6866677,mouse_move,,*2957,*1290,
1788193043.7033811,mouse_move,,*2957,*1290,
1788193043.72754,mouse_move,,*2955,*1291,
1788193043.7465656,mouse_move,,*2955,*1291,
1788193043.7591686,mouse_move,,*2955,*1293,
1788193043.7797496,mouse_move,,*2953,*1293,
1788193043.7934256,mouse_move,,*2951,*1294,
1788193043.8105838,mouse_move,,*2948,*1294,
1788193043.8296533,mouse_move,,*2946,*1295,
1788193043.8458626,mouse_move,,*2944,*1298,
1788193043.890152,mouse_move,,*2944,*1298,
1788193043.9158132,mouse_move,,*2940,*1300,
1788193043.9292841,mouse_move,,*2939,*1300,
1788193043.9467676,mouse_move,,*2935,*1302,
1788193043.9746077,mouse_move,,*2933,*1305,
1788193043.999157,mouse_move,,*2933,*1305,
1788193044.0357988,mouse_move,,*2931,*1304,
1788193044.0552166,mouse_move,,*2930,*1305,
1788193044.0741646,mouse_move,,*2931,*1306,
1788193044.0946691,mouse_move,,*2928,*1308,
1788193044.1119232,mouse_move,,*2927,*1308,
1788193044.1363177,mouse_move,,*2927,*1308,
1788193044.1703701,mouse_move,,*2926,*1309,
1788193044.2012787,mouse_move,,*2926,*1310,
1788193044.2166955,mouse_move,,*2923,*1308,
1788193044.2411201,mouse_move,,*2922,*1308,
1788193044.2501364,mouse_move,,*2922,*1309,
1788193044.2833769,mouse_move,,*2922,*1309,
1788193044.3129342,mouse_move,,*2918,*1309,
1788193044.3378012,mouse_move,,*2916,*1310,
1788193044.3563752,mouse_move,,*2915,*1308,
1788193044.3873265,mouse_move,,*2913,*1309,
1788193044.4208531,mouse_move,,*2911,*1308,
1788193044.4354739,mouse_move,,*2911,*1308,
1788193044.4725614,mouse_move,,*2911,*1308,
1788193044.500802,mouse_move,,*2909,*1309,
1788193044.5198975,mouse_move,,*2906,*1309,
1788193044.5463583,mouse_move,,*2905,*1307,
1788193044.5677347,mouse_move,,*2902,*1306,
1788193044.5823548,mouse_move,,*2901,*1307,
1788193044.6161797,mouse_move,,*2900,*1308,
1788193044.6368928,mouse_move,,*2900,*1309,
1788193044.6558573,mouse_move,,*2898,*1309,
1788193044.680948,mouse_move,,*2896,*1311,
1788193044.7024052,mouse_move,,*2896,*1309,
1788193044.7221549,mouse_move,,*2894,*1311,
1788193044.7472942,mouse_move,,*2894,*1312,
1788193044.7686534,mouse_move,,*2893,*1314,
1788193044.796319,mouse_move,,*2893,*1316,
1788193044.8172302,mouse_move,,*2891,*1316,
1788193044.8375731,mouse_move,,*2890,*1317,
1788193044.8631566,mouse_move,,*2891,*1318,
1788193044.8973489,mouse_move,,*2891,*1318,
1788193044.9234731,mouse_move,,*2890,*1320,
1788193044.9476287,mouse_move,,*2887,*1321,
1788193044.9703681,mouse_move,,*2887,*1321,
1788193044.9936016,mouse_move,,*2887,*1321,
1788193045.0074053,mouse_move,,*2886,*1322,
1788193045.0349505,mouse_move,,*2885,*1322,
1788193045.0459468,mouse_move,,*2883,*1324,
1788193045.0782931,mouse_move,,*2882,*1323,
1788193045.0954952,mouse_move,,*2880,*1325,
1788193045.117532,mouse_move,,*2879,*1326,
1788193045.1376522,mouse_move,,*2876,*1327,
1788193045.1587679,mouse_move,,*2876,*1328,
1788193045.1714115,mouse_move,,*2877,*1331,
1788193045.1877756,mouse_move,,*2877,*1332,
1788193045.2143238,mouse_move,,*2875,*1333,
1788193045.2394125,mouse_move,,*2875,*1338,
1788193045.2616718,mouse_move,,*2875,*1338,
1788193045.2866323,mouse_move,,*2876,*1341,
1788193045.3070593,mouse_move,,*2877,*1343,
1788193045.3202741,mouse_move,,*2878,*1344,
1788193045.3502336,mouse_move,,*2877,*1345,
1788193045.3790371,mouse_move,,*2878,*1347,
1788193045.4153686,mouse_move,,*2879,*1348,
1788193045.4403884,mouse_move,,*2881,*1350,
1788193045.4847691,mouse_move,,*2882,*1352,
1788193045.501476,mouse_move,,*2883,*1352,
1788193045.518254,mouse_move,,*2885,*1353,
1788193045.5416584,mouse_move,,*2887,*1353,
1788193045.5586498,mouse_move,,*2890,*1353,
1788193045.5820458,mouse_move,,*2892,*1353,
1788193045.6044633,mouse_move,,*2895,*1352,
1788193045.6279831,mouse_move,,*2896,*1350,
1788193045.6434572,mouse_move,,*2899,*1350,
1788193045.6577048,mouse_move,,*2901,*1348,
1788193045.6958346,mouse_move,,*2904,*1345,
1788193045.7107115,mouse_move,,*2908,*1344,
1788193045.7269087,mouse_move,,*2912,*1342,
1788193045.7389998,mouse_move,,*2913,*1338,
1788193045.7572119,mouse_move,,*2918,*1337,
1788193045.7801056,mouse_move,,*2920,*1333,
1788193045.7933581,mouse_move,,*2925,*1330,
1788193045.8200965,mouse_move,,*2927,*1330,
1788193045.8486235,mouse_move,,*2931,*1326,
1788193045.8713281,mouse_move,,*2934,*1322,
1788193045.8885181,mouse_move,,*2940,*1321,
1788193045.919462,mouse_move,,*2945,*1323,
1788193045.9447041,mouse_move,,*2950,*1320,
1788193045.9779434,mouse_move,,*2954,*1318,
1788193045.9984086,mouse_move,,*2949,*1318,
1788193046.5998623,mouse_move,,*2944,*1317,
1788193046.6176074,mouse_move,,*2940,*1314,
1788193046.6394641,mouse_move,,*2936,*1314,
1788193046.6607308,mouse_move,,*2934,*1313,
1788193046.6698256,mouse_move,,*2929,*1314,
1788193046.689271,mouse_move,,*2924,*1316,
1788193046.703095,mouse_move,,*2920,*1318,
1788193046.7248566,mouse_move,,*2915,*1319,
1788193046.8019297,mouse_click,down,*2915,*1319,Button.left
1788193046.8584228,mouse_click,up,*2915,*1319,Button.left
1788193046.8921263,mouse_move,,*2913,*1323,
1788193046.9167712,mouse_move,,*2911,*1328,
1788193046.9319291,mouse_move,,*2909,*1331,
1788193046.9524789,mouse_move,,*2910,*1336,
1788193046.974273,mouse_move,,*2911,*1339,
1788193046.9838579,mouse_move,,*2912,*1342,
1788193047.0095127,mouse_move,,*2914,*1344,
1788193047.0279045,mouse_move,,*2918,*1346,
1788193047.0513341,mouse_move,,*2922,*1348,
1788193047.0758963,mouse_move,,*2926,*1347,
1788193047.0915787,mouse_move,,*2931,*1347,
1788193047.103797,mouse_move,,*2933,*1345,
1788193047.1281257,mouse_move,,*2937,*1344,
1788193047.1477218,mouse_move,,*2939,*1341,
1788193047.1644428,mouse_move,,*2935,*1342,
1788193047.898443,mouse_move,,*2931,*1347,
1788193047.9170873,mouse_move,,*2930,*1351,
1788193047.9300945,mouse_move,,*2928,*1354,
1788193047.9515769,mouse_move,,*2932,*1359,
1788193047.9744654,mouse_move,,*2936,*1360,
1788193047.9944136,mouse_move,,*2942,*1362,
1788193048.0150692,mouse_move,,*2947,*1361,
1788193048.0432913,mouse_move,,*2949,*1360,
1788193048.0591221,mouse_move,,*2945,*1362,
1788193048.0737295,mouse_move,,*2947,*1363,
1788193048.1080899,mouse_move,,*2946,*1366,
1788193048.1352751,mouse_move,,*2948,*1366,
1788193048.1534417,mouse_move,,*2949,*1369,
1788193048.1731777,mouse_move,,*2951,*1370,
1788193048.188462,mouse_move,,*2948,*1371,
1788193048.2191107,mouse_move,,*2947,*1375,
1788193048.2324221,mouse_move,,*2949,*1379,
1788193048.2453084,mouse_move,,*2950,*1382,
1788193048.2577355,mouse_move,,*2949,*1383,
1788193048.2773886,mouse_move,,*2946,*1385,
1788193048.3094168,mouse_move,,*2943,*1388,
1788193048.3321986,mouse_move,,*2942,*1393,
