timestamp,event_type,key_state,*mouse_x,*mouse_y,mouse_button
1788193116.7897973,mouse_click,up,*2813,*1497,Button.left
1788193116.7927973,mouse_move,,*2813,*1501,
1788193116.8167233,mouse_move,,*2812,*1505,
1788193116.8432202,mouse_move,,*2812,*1509,
1788193116.8635726,mouse_move,,*2810,*1516,
1788193116.8921533,mouse_move,,*2808,*1520,
1788193116.9276195,mouse_move,,*2808,*1523,
1788193116.9430709,mouse_move,,*2804,*1525,
1788193116.9694123,mouse_move,,*2801,*1526,
1788193116.9945478,mouse_move,,*2799,*1528,
1788193117.0208149,mouse_move,,*2797,*1530,
1788193117.040591,mouse_move,,*2792,*1533,
1788193117.063405,mouse_move,,*2789,*1536,
1788193117.0904093,mouse_move,,*2784,*1536,
1788193117.1035872,mouse_move,,*2781,*1538,
1788193117.1250479,mouse_move,,*2776,*1540,
1788193117.1445203,mouse_move,,*2772,*1541,
1788193117.1725118,mouse_move,,*2768,*1542,
1788193117.1917105,mouse_move,,*2763,*1543,
1788193117.208822,mouse_move,,*2758,*1546,
1788193117.2316632,mouse_move,,*2755,*1546,
1788193117.2505572,mouse_move,,*2751,*1548,
1788193117.2705598,mouse_move,,*2747,*1549,
1788193117.2980716,mouse_move,,*2740,*1552,
1788193117.3088965,mouse_move,,*2736,*1553,
1788193117.3217931,mouse_move,,*2731,*1553,
1788193117.3364258,mouse_move,,*2727,*1554,
1788193117.3556812,mouse_move,,*2722,*1555,
1788193117.3833222,mouse_move,,*2719,*1556,
1788193117.4076791,mouse_move,,*2716,*1558,
1788193117.4354801,mouse_move,,*2713,*1560,
1788193117.4530437,mouse_move,,*2714,*1564,
1788193117.472394,mouse_move,,*2715,*1570,
1788193117.4906323,mouse_move,,*2717,*1571,
1788193117.5114038,mouse_move,,*2723,*1574,
1788193117.5364876,mouse_move,,*2727,*1576,
1788193117.5507081,mouse_move,,*2731,*1575,
1788193117.5696781,mouse_move,,*2735,*1574,
1788193117.585201,mouse_move,,*2739,*1572,
1788193117.6106567,mouse_move,,*2744,*1570,
1788193117.6265771,mouse_move,,*2748,*1567,
1788193117.648243,mouse_move,,*2751,*1563,
1788193117.6713395,mouse_move,,*2753,*1558,
1788193117.6866653,mouse_move,,*2754,*1555,
1788193117.7003226,mouse_move,,*2757,*1554,
1788193117.7226074,mouse_move,,*2758,*1551,
1788193117.7353902,mouse_move,,*2758,*1547,
1788193117.7515638,mouse_move,,*2758,*1544,
1788193117.7789547,mouse_move,,*2760,*1541,
1788193117.7899053,mouse_move,,*2761,*1538,
1788193117.81514,mouse_move,,*2760,*1535,
1788193117.8537116,mouse_move,,*2761,*1533,
1788193117.8764937,mouse_move,,*2759,*1532,
1788193118.1920941,mouse_move,,*2759,*1529,
1788193118.2052023,mouse_move,,*2761,*1526,
1788193118.8684993,mouse_move,,*2761,*1525,
1788193118.8892009,mouse_move,,*2760,*1522,
1788193118.9078746,mouse_move,,*2760,*1519,
1788193118.9260893,mouse_move,,*2762,*1519,
1788193118.9440591,mouse_move,,*2763,*1517,
1788193118.9621677,mouse_move,,*2764,*1518,
1788193118.97961,mouse_move,,*2766,*1518,
1788193118.9904053,mouse_move,,*2767,*1518,
1788193119.004256,mouse_move,,*2768,*1519,
1788193119.0194345,mouse_move,,*2770,*1520,
1788193119.0374875,mouse_move,,*2770,*1521,
1788193119.0581949,mouse_move,,*2771,*1524,
1788193119.0888948,mouse_move,,*2773,*1528,
1788193119.1102917,mouse_move,,*2774,*1531,
1788193119.1298096,mouse_move,,*2773,*1534,
1788193119.1526716,mouse_move,,*2771,*1537,
1788193119.1677413,mouse_move,,*2771,*1541,
1788193119.201339,mouse_move,,*2769,*1544,
1788193119.2292709,mouse_move,,*2769,*1545,
1788193119.2471395,mouse_move,,*2767,*1547,
1788193119.255059,mouse_move,,*2766,*1550,
1788193119.2780349,mouse_move,,*2763,*1552,
1788193119.3003011,mouse_move,,*2760,*1554,
1788193119.3267255,mouse_move,,*2757,*1556,
1788193119.3582103,mouse_move,,*2755,*1558,
1788193119.3687055,mouse_move,,*2752,*1559,
1788193119.3774545,mouse_move,,*2751,*1559,
