timestamp,event_type,key_state,*mouse_x,*mouse_y,mouse_button
1788191374.0270154,mouse_click,up,*2965,*1422,Button.left
1788191375.208557,mouse_move,,*2963,*1422,
1788191375.2276263,mouse_move,,*2963,*1423,
1788191375.255221,mouse_move,,*2962,*1425,
1788191375.2707212,mouse_move,,*2962,*1426,
1788191375.2938228,mouse_move,,*2961,*1427,
1788191375.3104048,mouse_move,,*2961,*1427,
1788191375.3331544,mouse_move,,*2959,*1428,
1788191375.3560336,mouse_move,,*2959,*1428,
1788191375.3676567,mouse_move,,*2959,*1429,
1788191375.3853,mouse_move,,*2958,*1429,
1788191375.3979456,mouse_move,,*2956,*1430,
1788191375.412061,mouse_move,,*2954,*1429,
1788191375.4281175,mouse_move,,*2952,*1429,
1788191375.4429295,mouse_move,,*2950,*1431,
1788191375.4765573,mouse_move,,*2950,*1431,
1788191375.5023844,mouse_move,,*2947,*1431,
1788191375.5148213,mouse_move,,*2946,*1431,
1788191375.5329058,mouse_move,,*2943,*1431,
1788191375.561619,mouse_move,,*2941,*1432,
1788191375.584118,mouse_move,,*2941,*1432,
1788191375.6236105,mouse_move,,*2940,*1431,
1788191375.6420562,mouse_move,,*2939,*1431,
1788191375.6602652,mouse_move,,*2939,*1432,
1788191375.6876879,mouse_move,,*2937,*1433,
1788191375.7028654,mouse_move,,*2936,*1433,
1788191375.7236373,mouse_move,,*2936,*1433,
1788191375.7522027,mouse_move,,*2935,*1433,
1788191375.7783618,mouse_move,,*2935,*1434,
1788191375.7911184,mouse_move,,*2933,*1433,
1788191375.8133652,mouse_move,,*2932,*1433,
1788191375.8213108,mouse_move,,*2932,*1434,
1788191375.8521223,mouse_move,,*2932,*1434,
1788191375.8798711,mouse_move,,*2929,*1435,
1788191375.9027393,mouse_move,,*2928,*1436,
1788191375.9187179,mouse_move,,*2927,*1435,
1788191375.9442883,mouse_move,,*2926,*1436,
1788191375.970767,mouse_move,,*2924,*1436,
1788191375.9846761,mouse_move,,*2924,*1436,
1788191376.0150812,mouse_move,,*2924,*1436,
1788191376.040589,mouse_move,,*2923,*1437,
1788191376.0595603,mouse_move,,*2921,*1438,
1788191376.0837321,mouse_move,,*2920,*1437,
1788191376.10292,mouse_move,,*2918,*1437,
1788191376.114877,mouse_move,,*2917,*1438,
1788191376.1455693,mouse_move,,*2917,*1439,
1788191376.167354,mouse_move,,*2917,*1440,
1788191376.1833339,mouse_move,,*2915,*1440,
1788191376.2045207,mouse_move,,*2914,*1441,
1788191376.2248378,mouse_move,,*2914,*1440,
1788191376.2428002,mouse_move,,*2912,*1441,
1788191376.2656317,mouse_move,,*2912,*1442,
1788191376.2865195,mouse_move,,*2911,*1443,
1788191376.309032,mouse_move,,*2910,*1444,
1788191376.3304393,mouse_move,,*2909,*1444,
1788191376.351479,mouse_move,,*2908,*1444,
1788191376.3751042,mouse_move,,*2908,*1445,
1788191376.4082296,mouse_move,,*2908,*1445,
1788191376.4310942,mouse_move,,*2907,*1446,
1788191376.4561944,mouse_move,,*2905,*1446,
1788191376.474375,mouse_move,,*2905,*1446,
1788191376.4936213,mouse_move,,*2905,*1446,
1788191376.5060031,mouse_move,,*2904,*1446,
1788191376.531334,mouse_move,,*2903,*1446,
1788191376.5420783,mouse_move,,*2901,*1447,
1788191376.5698004,mouse_move,,*2901,*1446,
1788191376.5843842,mouse_move,,*2899,*1447,
1788191376.6069767,mouse_move,,*2898,*1448,
1788191376.623557,mouse_move,,*2896,*1449,
1788191376.6411767,mouse_move,,*2896,*1450,
1788191376.6527133,mouse_move,,*2897,*1452,
1788191376.668555,mouse_move,,*2897,*1453,
1788191376.6924927,mouse_move,,*2896,*1454,
1788191376.7133143,mouse_move,,*2897,*1457,
1788191376.7377264,mouse_move,,*2897,*1457,
1788191376.7617462,mouse_move,,*2899,*1459,
1788191376.7819479,mouse_move,,*2900,*1460,
1788191376.797541,mouse_move,,*2901,*1460,
1788191376.8194954,mouse_move,,*2901,*1461,
1788191376.8475199,mouse_move,,*2902,*1462,
1788191376.875942,mouse_move,,*2903,*1462,
1788191376.8983455,mouse_move,,*2905,*1463,
1788191376.931464,mouse_move,,*2906,*1464,
1788191376.9474056,mouse_move,,*2907,*1464,
1788191376.9592552,mouse_move,,*2908,*1464,
1788191376.9795702,mouse_move,,*2910,*1464,
1788191376.9971838,mouse_move,,*2912,*1464,
1788191377.0167708,mouse_move,,*2914,*1464,
1788191377.0357845,mouse_move,,*2916,*1463,
1788191377.0573106,mouse_move,,*2917,*1462,
